genome_id,BioProject,assembly,assembly_level,assembly_type,biosample,date,genbank,genome_representation,genus,organism,refseq,refseq_category,refseq_genbank_identity,release_type,species,strain,submitter,tax_id
GCF_009863585.1,PRJNA561366,ASM986358v1,Contig,na,SAMN12616914,2020-01-13,GCA_009863585.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_009863585.1,,yes,major,salivarius,FJLHD18M1,Jiangnan University,1624
GCF_009870175.1,PRJNA561366,ASM987017v1,Contig,na,SAMN12616970,2020-01-14,GCA_009870175.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_009870175.1,,yes,major,salivarius,NT62_5,Jiangnan University,1624
GCF_009863405.1,PRJNA561366,ASM986340v1,Contig,na,SAMN12616928,2020-01-13,GCA_009863405.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_009863405.1,,yes,major,salivarius,FNMGHLBE8_L1,Jiangnan University,1624
GCF_016742795.1,PRJNA685183,ASM1674279v1,Scaffold,na,SAMN17079223,2021-01-21,GCA_016742795.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_016742795.1,,yes,major,salivarius,T3,University of Ottawa,1624
GCF_009863685.1,PRJNA561366,ASM986368v1,Scaffold,na,SAMN12616911,2020-01-13,GCA_009863685.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_009863685.1,,yes,major,salivarius,FJLHD10M2,Jiangnan University,1624
GCF_009870295.1,PRJNA561366,ASM987029v1,Scaffold,na,SAMN12616934,2020-01-14,GCA_009870295.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_009870295.1,,yes,major,salivarius,FSDLZ20M1_2,Jiangnan University,1624
GCF_009870285.1,PRJNA561366,ASM987028v1,Scaffold,na,SAMN12616931,2020-01-14,GCA_009870285.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_009870285.1,,yes,major,salivarius,FSDLZ17M12,Jiangnan University,1624
GCF_009866275.1,PRJNA561366,ASM986627v1,Contig,na,SAMN12616932,2020-01-13,GCA_009866275.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_009866275.1,,yes,major,salivarius,FSDLZ18M11,Jiangnan University,1624
GCF_002079595.1,PRJNA357984,ASM207959v1,Scaffold,na,SAMN06163260,2017-04-05,GCA_002079595.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_002079595.1,,yes,major,salivarius,DSM 20492,University College Cork,1624
GCF_009865895.1,PRJNA561366,ASM986589v1,Contig,na,SAMN12616960,2020-01-13,GCA_009865895.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_009865895.1,,yes,major,salivarius,FZJTZ64M3,Jiangnan University,1624
GCF_009863465.1,PRJNA561366,ASM986346v1,Contig,na,SAMN12616925,2020-01-13,GCA_009863465.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_009863465.1,,yes,major,salivarius,FNMGHLBE11_L1_2,Jiangnan University,1624
GCF_009863415.1,PRJNA561366,ASM986341v1,Contig,na,SAMN12616926,2020-01-13,GCA_009863415.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_009863415.1,,yes,major,salivarius,FNMGHLBE13_L1,Jiangnan University,1624
GCF_002079925.1,PRJNA357984,ASM207992v1,Scaffold,na,SAMN06163275,2017-04-05,GCA_002079925.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_002079925.1,,yes,major,salivarius,NCIMB8817,University College Cork,1624
GCF_002079335.1,PRJNA357984,ASM207933v1,Scaffold,na,SAMN06163276,2017-04-05,GCA_002079335.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_002079335.1,,yes,major,salivarius,NCIMB8818,University College Cork,1624
GCF_009865925.1,PRJNA561366,ASM986592v1,Contig,na,SAMN12616958,2020-01-13,GCA_009865925.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_009865925.1,,yes,major,salivarius,FZJTZ27M6_2,Jiangnan University,1624
GCF_009865805.1,PRJNA561366,ASM986580v1,Contig,na,SAMN12616965,2020-01-13,GCA_009865805.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_009865805.1,,yes,major,salivarius,HN26_4,Jiangnan University,1624
GCF_009863735.1,PRJNA561366,ASM986373v1,Scaffold,na,SAMN12616910,2020-01-13,GCA_009863735.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_009863735.1,,yes,major,salivarius,FHNXY73M9,Jiangnan University,1624
GCF_009865905.1,PRJNA561366,ASM986590v1,Contig,na,SAMN12616957,2020-01-13,GCA_009865905.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_009865905.1,,yes,major,salivarius,FZJTZ1M1,Jiangnan University,1624
GCF_009866125.1,PRJNA561366,ASM986612v1,Contig,na,SAMN12616944,2020-01-13,GCA_009866125.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_009866125.1,,yes,major,salivarius,FXJCJ9_2.scaf,Jiangnan University,1624
GCF_009865965.1,PRJNA561366,ASM986596v1,Scaffold,na,SAMN12616956,2020-01-13,GCA_009865965.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_009865965.1,,yes,major,salivarius,FZJTZ13M4,Jiangnan University,1624
GCF_009866025.1,PRJNA561366,ASM986602v1,Scaffold,na,SAMN12616952,2020-01-13,GCA_009866025.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_009866025.1,,yes,major,salivarius,FYNDL5_1.scaf,Jiangnan University,1624
GCF_003470145.1,PRJNA482748,ASM347014v1,Scaffold,na,SAMN09736323,2018-09-06,GCA_003470145.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_003470145.1,,yes,major,salivarius,AM25-8,BGI,1624
GCF_009870365.1,PRJNA561366,ASM987036v1,Contig,na,SAMN12616924,2020-01-14,GCA_009870365.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_009870365.1,,yes,major,salivarius,FJSWX_34J_L5,Jiangnan University,1624
GCF_009866135.1,PRJNA561366,ASM986613v1,Scaffold,na,SAMN12616948,2020-01-13,GCA_009866135.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_009866135.1,,yes,major,salivarius,FXJSW2_3.scaf,Jiangnan University,1624
GCF_003061585.1,PRJNA336518,ASM306158v1,Contig,na,SAMN05942025,2018-04-14,GCA_003061585.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_003061585.1,,yes,major,salivarius,DS2_12,USFDA,1624
GCF_009866105.1,PRJNA561366,ASM986610v1,Scaffold,na,SAMN12616949,2020-01-13,GCA_009866105.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_009866105.1,,yes,major,salivarius,FXJWS41_2.scaf,Jiangnan University,1624
GCF_009870225.1,PRJNA561366,ASM987022v1,Scaffold,na,SAMN12616945,2020-01-14,GCA_009870225.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_009870225.1,,yes,major,salivarius,FXJKS17M7,Jiangnan University,1624
GCF_003061545.1,PRJNA336518,ASM306154v1,Contig,na,SAMN05942023,2018-04-14,GCA_003061545.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_003061545.1,,yes,major,salivarius,DS11_12,USFDA,1624
GCF_013249205.1,PRJNA574342,ASM1324920v1,Contig,na,SAMN14848239,2020-06-02,GCA_013249205.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_013249205.1,,yes,major,salivarius,BIO6313,Bioprox,1624
GCF_015159735.1,PRJNA493554,ASM1515973v1,Scaffold,na,SAMN16435603,2020-10-31,GCA_015159735.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_015159735.1,,yes,major,salivarius,UBLS-22,Unique Biotech Limited,1624
GCF_003052875.1,PRJNA336518,ASM305287v1,Contig,na,SAMN05942024,2018-04-17,GCA_003052875.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_003052875.1,,yes,major,salivarius,DS13_12,USFDA,1624
GCF_003052845.1,PRJNA336518,ASM305284v1,Contig,na,SAMN05942026,2018-04-17,GCA_003052845.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_003052845.1,,yes,major,salivarius,DS3_12,USFDA,1624
GCF_009870255.1,PRJNA561366,ASM987025v1,Contig,na,SAMN12616942,2020-01-14,GCA_009870255.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_009870255.1,,yes,major,salivarius,FXJCJ23M1,Jiangnan University,1624
GCF_002079625.1,PRJNA357984,ASM207962v1,Scaffold,na,SAMN06163259,2017-04-05,GCA_002079625.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_002079625.1,,yes,major,salivarius,CCuG47826,University College Cork,1624
GCF_009863835.1,PRJNA561366,ASM986383v1,Scaffold,na,SAMN12616904,2020-01-13,GCA_009863835.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_009863835.1,,yes,major,salivarius,FCQHC8_L1,Jiangnan University,1624
GCF_009863805.1,PRJNA561366,ASM986380v1,Scaffold,na,SAMN12616906,2020-01-13,GCA_009863805.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_009863805.1,,yes,major,salivarius,FGDLZ35_2.scaf,Jiangnan University,1624
GCF_009863375.1,PRJNA561366,ASM986337v1,Contig,na,SAMN12616935,2020-01-13,GCA_009863375.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_009863375.1,,yes,major,salivarius,FWXBH18_5,Jiangnan University,1624
GCF_009863485.1,PRJNA561366,ASM986348v1,Scaffold,na,SAMN12616923,2020-01-13,GCA_009863485.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_009863485.1,,yes,major,salivarius,FJSWX10_2,Jiangnan University,1624
GCF_009865755.1,PRJNA561366,ASM986575v1,Contig,na,SAMN12616968,2020-01-13,GCA_009865755.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_009865755.1,,yes,major,salivarius,NT33_2,Jiangnan University,1624
GCF_009865865.1,PRJNA561366,ASM986586v1,Scaffold,na,SAMN12616962,2020-01-13,GCA_009865865.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_009865865.1,,yes,major,salivarius,FZJTZ9M6.scaf,Jiangnan University,1624
GCF_009863915.1,PRJNA561366,ASM986391v1,Contig,na,SAMN12616900,2020-01-13,GCA_009863915.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_009863915.1,,yes,major,salivarius,E6_1,Jiangnan University,1624
GCF_009866085.1,PRJNA561366,ASM986608v1,Scaffold,na,SAMN12616950,2020-01-13,GCA_009866085.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_009866085.1,,yes,major,salivarius,FXJWS6M4_2,Jiangnan University,1624
GCF_009863815.1,PRJNA561366,ASM986381v1,Scaffold,na,SAMN12616905,2020-01-13,GCA_009863815.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_009863815.1,,yes,major,salivarius,FCQNA25M6,Jiangnan University,1624
GCF_009863295.1,PRJNA561366,ASM986329v1,Scaffold,na,SAMN12616936,2020-01-13,GCA_009863295.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_009863295.1,,yes,major,salivarius,FWXBH2_2,Jiangnan University,1624
GCF_009865795.1,PRJNA561366,ASM986579v1,Contig,na,SAMN12616964,2020-01-13,GCA_009865795.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_009865795.1,,yes,major,salivarius,HN24_2,Jiangnan University,1624
GCF_009865985.1,PRJNA561366,ASM986598v1,Scaffold,na,SAMN12616954,2020-01-13,GCA_009865985.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_009865985.1,,yes,major,salivarius,FYNLJ23_2.scaf,Jiangnan University,1624
GCF_015560415.1,PRJNA637878,ASM1556041v1,Scaffold,na,SAMN15532378,2020-11-17,GCA_015560415.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_015560415.1,,yes,major,salivarius,1001270B_150601_C6,Icahn School of Medicine at Mount Sinai,1624
GCF_009863605.1,PRJNA561366,ASM986360v1,Contig,na,SAMN12616916,2020-01-13,GCA_009863605.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_009863605.1,,yes,major,salivarius,FJLHD25M7,Jiangnan University,1624
GCF_002079715.1,PRJNA357984,ASM207971v1,Scaffold,na,SAMN06163254,2017-04-05,GCA_002079715.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_002079715.1,,yes,major,salivarius,CCuG38008,University College Cork,1624
GCF_002079405.1,PRJNA357984,ASM207940v1,Scaffold,na,SAMN06163269,2017-04-05,GCA_002079405.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_002079405.1,,yes,major,salivarius,JCM 1230,University College Cork,1624
GCF_009869955.1,PRJNA561366,ASM986995v1,Contig,na,SAMN12616963,2020-01-14,GCA_009869955.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_009869955.1,,yes,major,salivarius,HENA17_3,Jiangnan University,1624
GCF_009863365.1,PRJNA561366,ASM986336v1,Scaffold,na,SAMN12616929,2020-01-13,GCA_009863365.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_009863365.1,,yes,major,salivarius,FNXYC6M7,Jiangnan University,1624
GCF_015557145.1,PRJNA637878,ASM1555714v1,Scaffold,na,SAMN15532524,2020-11-17,GCA_015557145.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_015557145.1,,yes,major,salivarius,1001295B_180824_C9,Icahn School of Medicine at Mount Sinai,1624
GCF_009865735.1,PRJNA561366,ASM986573v1,Scaffold,na,SAMN12616969,2020-01-13,GCA_009865735.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_009865735.1,,yes,major,salivarius,NT4_8,Jiangnan University,1624
GCF_016900035.1,PRJNA377666,ASM1690003v1,Contig,na,SAMN14913633,2021-02-16,GCA_016900035.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_016900035.1,,yes,major,salivarius,An813,Veterinary Research Institute,1624
GCF_009866015.1,PRJNA561366,ASM986601v1,Contig,na,SAMN12616951,2020-01-13,GCA_009866015.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_009866015.1,,yes,major,salivarius,FYNDL2_4.scaf,Jiangnan University,1624
GCF_009866205.1,PRJNA561366,ASM986620v1,Scaffold,na,SAMN12616940,2020-01-13,GCA_009866205.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_009866205.1,,yes,major,salivarius,FWXBH4_1,Jiangnan University,1624
GCF_009863535.1,PRJNA561366,ASM986353v1,Contig,na,SAMN12616919,2020-01-13,GCA_009863535.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_009863535.1,,yes,major,salivarius,FJLHD32M4,Jiangnan University,1624
GCF_009863925.1,PRJNA561366,ASM986392v1,Scaffold,na,SAMN12616899,2020-01-13,GCA_009863925.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_009863925.1,,yes,major,salivarius,6_2,Jiangnan University,1624
GCF_009866215.1,PRJNA561366,ASM986621v1,Scaffold,na,SAMN12616941,2020-01-13,GCA_009866215.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_009866215.1,,yes,major,salivarius,FWXBH9_2,Jiangnan University,1624
GCF_003438595.1,PRJNA482748,ASM343859v1,Scaffold,na,SAMN09736856,2018-08-31,GCA_003438595.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_003438595.1,,yes,major,salivarius,OM08-20,BGI,1624
GCF_009869985.1,PRJNA561366,ASM986998v1,Scaffold,na,SAMN12616959,2020-01-14,GCA_009869985.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_009869985.1,,yes,major,salivarius,FZJTZ28M4.scaf,Jiangnan University,1624
GCF_009863635.1,PRJNA561366,ASM986363v1,Contig,na,SAMN12616915,2020-01-13,GCA_009863635.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_009863635.1,,yes,major,salivarius,FJLHD24M1,Jiangnan University,1624
GCF_009863555.1,PRJNA561366,ASM986355v1,Contig,na,SAMN12616918,2020-01-13,GCA_009863555.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_009863555.1,,yes,major,salivarius,FJLHD2M8,Jiangnan University,1624
GCF_002160855.1,PRJNA377666,ASM216085v1,Contig,na,SAMN06473601,2017-05-30,GCA_002160855.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_002160855.1,,yes,major,salivarius,An128,Veterinary Research Institute,1624
GCF_009870355.1,PRJNA561366,ASM987035v1,Contig,na,SAMN12616920,2020-01-14,GCA_009870355.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_009870355.1,,yes,major,salivarius,FJLHD4M1,Jiangnan University,1624
GCF_009865785.1,PRJNA561366,ASM986578v1,Contig,na,SAMN12616967,2020-01-13,GCA_009865785.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_009865785.1,,yes,major,salivarius,NT15_1,Jiangnan University,1624
GCF_009865995.1,PRJNA561366,ASM986599v1,Scaffold,na,SAMN12616955,2020-01-13,GCA_009865995.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_009865995.1,,yes,major,salivarius,FZJTZ10M2.scaf,Jiangnan University,1624
GCF_002079435.1,PRJNA357984,ASM207943v1,Scaffold,na,SAMN06163270,2017-04-05,GCA_002079435.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_002079435.1,,yes,major,salivarius,L21,University College Cork,1624
GCF_009866265.1,PRJNA561366,ASM986626v1,Scaffold,na,SAMN12616937,2020-01-13,GCA_009866265.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_009866265.1,,yes,major,salivarius,FWXBH25_3,Jiangnan University,1624
GCF_015560055.1,PRJNA637878,ASM1556005v1,Scaffold,na,SAMN15532471,2020-11-17,GCA_015560055.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_015560055.1,,yes,major,salivarius,1001287B_170213_E2,Icahn School of Medicine at Mount Sinai,1624
GCF_009870335.1,PRJNA561366,ASM987033v1,Contig,na,SAMN12616930,2020-01-14,GCA_009870335.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_009870335.1,,yes,major,salivarius,F_SD_HZ_D3_L_5,Jiangnan University,1624
GCF_009863695.1,PRJNA561366,ASM986369v1,Contig,na,SAMN12616912,2020-01-13,GCA_009863695.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_009863695.1,,yes,major,salivarius,FJLHD14M6,Jiangnan University,1624
GCF_009863705.1,PRJNA561366,ASM986370v1,Contig,na,SAMN12616909,2020-01-13,GCA_009863705.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_009863705.1,,yes,major,salivarius,FHNXY27_L3,Jiangnan University,1624
GCF_009863595.1,PRJNA561366,ASM986359v1,Scaffold,na,SAMN12616917,2020-01-13,GCA_009863595.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_009863595.1,,yes,major,salivarius,FJLHD27M4,Jiangnan University,1624
GCF_002079525.1,PRJNA357984,ASM207952v1,Scaffold,na,SAMN06163264,2017-04-05,GCA_002079525.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_002079525.1,,yes,major,salivarius,JCM 1040,University College Cork,1624
GCF_014982915.1,PRJNA668258,ASM1498291v1,Contig,na,SAMN16401878,2020-10-25,GCA_014982915.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_014982915.1,,yes,major,salivarius,DSM 108969,UniKlinik RWTH Aachen,1624
GCF_003472615.1,PRJNA482748,ASM347261v1,Scaffold,na,SAMN09734758,2018-09-06,GCA_003472615.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_003472615.1,,yes,major,salivarius,AM09-40,BGI,1624
GCF_002159345.1,PRJNA377666,ASM215934v1,Contig,na,SAMN06473742,2017-05-30,GCA_002159345.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_002159345.1,,yes,major,salivarius,An63,Veterinary Research Institute,1624
GCF_015548605.1,PRJNA637878,ASM1554860v1,Contig,na,SAMN15532380,2020-11-17,GCA_015548605.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_015548605.1,,yes,major,salivarius,1001095A_150126_H2,Icahn School of Medicine at Mount Sinai,1624
GCF_002079325.1,PRJNA357984,ASM207932v1,Scaffold,na,SAMN06163273,2017-04-05,GCA_002079325.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_002079325.1,,yes,major,salivarius,NCIMB702343,University College Cork,1624
GCF_009863905.1,PRJNA561366,ASM986390v1,Scaffold,na,SAMN12616901,2020-01-13,GCA_009863905.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_009863905.1,,yes,major,salivarius,FAHBZ_8M2,Jiangnan University,1624
GCF_002079745.1,PRJNA357984,ASM207974v1,Scaffold,na,SAMN06163253,2017-04-05,GCA_002079745.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_002079745.1,,yes,major,salivarius,CCuG2753OB,University College Cork,1624
GCF_002079505.1,PRJNA357984,ASM207950v1,Scaffold,na,SAMN06163265,2017-04-05,GCA_002079505.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_002079505.1,,yes,major,salivarius,JCM 1042,University College Cork,1624
GCF_001067265.1,PRJNA267549,ASM106726v1,Scaffold,na,SAMN03197988,2015-07-10,GCA_001067265.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_001067265.1,,yes,major,salivarius,778_LSAL,University of Washington,1624
GCF_009866185.1,PRJNA561366,ASM986618v1,Scaffold,na,SAMN12616943,2020-01-13,GCA_009866185.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_009866185.1,,yes,major,salivarius,FXJCJ7_2,Jiangnan University,1624
GCF_002250405.1,PRJNA383393,ASM225040v1,Contig,na,SAMN06763640,2017-08-14,GCA_002250405.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_002250405.1,,yes,major,salivarius,L28,Texas Tech University,1624
GCF_002079905.1,PRJNA357984,ASM207990v1,Scaffold,na,SAMN06163248,2017-04-05,GCA_002079905.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_002079905.1,,yes,major,salivarius,01M14315,University College Cork,1624
GCF_011029235.1,PRJNA604908,ASM1102923v1,Contig,na,SAMN14087187,2020-02-26,GCA_011029235.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_011029235.1,,yes,major,salivarius,VA40-10,"RCEID, Khon Kaen University",1624
GCF_002079645.1,PRJNA357984,ASM207964v1,Scaffold,na,SAMN06163257,2017-04-05,GCA_002079645.1,full,Ligilactobacillus,Ligilactobacillus salivarius (firmicutes),GCF_002079645.1,,yes,major,salivarius,CCuG47171,University College Cork,1624
